Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,course_skills
64,Software Product Management,University of Alberta,SPECIALIZATION,4.6,Beginner,110k,"Project Management, Software Development, Product Management, Strategic Planning, Business Strategy, Software Design, Market Research, Requirements Analysis, Leadership, Teamwork, Communication, Problem-solving, Decision-making, Time Management, Risk Management, Quality Assurance, User Experience Design"
515,Solar Energy Basics,The State University of New York,COURSE,4.8,Beginner,17k,"Understanding of Basic Physics, Knowledge of Renewable Energy Concepts, Basic Electrical Knowledge, Problem-Solving Skills, Analytical Skills, Technical Skills, Solar System Design, Installation and Maintenance Skills, Energy Conversion Principles, Understanding of Solar Energy Technologies"
600,Songwriting: Writing the Lyrics,Berklee College of Music,COURSE,4.8,Beginner,68k,"Creativity, Lyric Writing, Songwriting, Music Theory, Rhyme Schemes Understanding, Storytelling, Emotional Expression, Poetic Language Understanding, Melody Creation"
363,Soporte de Tecnologías de la Información de Google,Crece con Google,PROFESSIONAL CERTIFICATE,4.9,Beginner,8.8k,"Spanish language proficiency, Information Technology knowledge, Google Technologies understanding, problem-solving, technical support, customer service, troubleshooting, network configuration, system administration, data management, hardware and software knowledge"
754,Spacecraft Dynamics and Control,University of Colorado Boulder,SPECIALIZATION,4.8,Advanced,12k,"Physics, Mathematics, Engineering Principles, Spacecraft Design, Orbital Mechanics, Control Theory, Dynamics, Systems Engineering, Problem Solving, Analytical Skills, Technical Writing, Computer Programming, Simulation and Modeling, Aerodynamics, Propulsion Systems Knowledge"
504,Spanish Vocabulary: Meeting People,"University of California, Davis",COURSE,4.6,Beginner,71k,"Spanish language proficiency, Interpersonal skills, Communication skills, Cultural awareness, Memorization skills, Listening skills"
334,"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,COURSE,4.6,Mixed,430k,"English Speaking, Professional Communication, In-person Communication, Online Communication, Telephonic Communication, English Grammar, English Vocabulary, Pronunciation, Listening Skills, Presentation Skills, Email Etiquette, Cross-cultural Communication, Non-verbal Communication, Public Speaking, Confidence Building"
200,Sports Marketing,Northwestern University,COURSE,4.7,Intermediate,12k,"Marketing Knowledge, Understanding of Sports Industry, Communication Skills, Strategic Planning, Market Research, Digital Marketing, Public Relations, Advertising, Branding, Social Media Management, Event Planning, Sponsorship Negotiation, Teamwork, Analytical Skills, Creativity"
580,Sports and Society,Duke University,COURSE,4.8,Mixed,16k,"Understanding of Sports Rules and Regulations, Knowledge of Societal Impact of Sports, Critical Thinking, Analytical Skills, Communication Skills, Research Skills, Understanding of Sports History, Social Awareness, Cultural Understanding"
68,Stanford Introduction to Food and Health,Stanford University,COURSE,4.7,Beginner,370k,"Understanding of basic nutrition, Knowledge of food groups and their health benefits, Ability to analyze dietary habits, Understanding of the relationship between food and health, Basic cooking skills, Knowledge of healthy eating practices, Awareness of food safety and hygiene, Ability to create balanced meal plans, Understanding of the impact of diet on chronic diseases, Research skills in food and health studies"
680,Stanford's Short Course on Breastfeeding,Stanford University,COURSE,4.7,Beginner,17k,"Understanding of human anatomy, Knowledge in infant nutrition, Patience, Empathy, Communication skills, Problem-solving skills, Basic knowledge in lactation, Ability to educate others, Health and safety awareness, Knowledge in newborn care"
170,Statistical Analysis with R for Public Health,Imperial College London,SPECIALIZATION,4.7,Beginner,16k,"Statistical analysis, R programming, Public health knowledge, Data interpretation, Data visualization, Predictive modeling, Quantitative research methods, Problem-solving, Critical thinking"
127,Statistics with Python,University of Michigan,SPECIALIZATION,4.6,Beginner,34k,"Statistical analysis, Python programming, Data interpretation, Problem-solving, Data visualization, Mathematical reasoning, Hypothesis testing, Probability theory, Use of Python libraries (like NumPy, pandas, Matplotlib), Understanding of descriptive and inferential statistics"
84,Statistics with R,Duke University,SPECIALIZATION,4.7,Beginner,220k,"Statistical analysis, R programming, Data interpretation, Data visualization, Probability theory, Hypothesis testing, Regression analysis, Data manipulation, Predictive modeling, Quantitative research methods"
657,Stories of Infection,Stanford University,COURSE,4.9,Intermediate,28k,"Storytelling, Critical Thinking, Scientific Literacy, Understanding of Microbiology, Research Skills, Analytical Skills, Writing Skills, Reading Comprehension"
648,Strategic Business Analytics,ESSEC Business School,SPECIALIZATION,4.3,Advanced,60k,"Data Analysis, Business Strategy, Analytical Skills, Critical Thinking, Decision Making, Problem Solving, Financial Analysis, Market Research, Predictive Modeling, Data Visualization, Quantitative Skills, Business Intelligence"
822,Strategic Business Management - Microeconomics,"University of California, Irvine",COURSE,4.7,Beginner,9.5k,"Strategic planning, Business management, Understanding of microeconomic principles, Decision making, Problem-solving, Analytical thinking, Financial forecasting, Market analysis, Resource allocation, Demand and supply analysis"
93,Strategic Leadership and Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,100k,"Strategic Planning, Leadership Skills, Management Skills, Decision Making, Critical Thinking, Communication Skills, Problem-Solving Skills, Teamwork, Time Management, Organizational Skills, Business Strategy Understanding, Change Management, Conflict Resolution, Risk Management, Performance Management"
801,Strategic Management,Copenhagen Business School,COURSE,4.7,Mixed,58k,"Strategic Planning, Decision Making, Leadership, Business Strategy Development, Problem Solving, Analytical Thinking, Project Management, Teamwork, Understanding of Business Operations, Financial Analysis, Risk Management, Critical Thinking, Communication Skills, Time Management"
202,Strategic Management and Innovation,Copenhagen Business School,SPECIALIZATION,4.7,Beginner,68k,"Strategic planning, Business management, Innovation strategies, Leadership, Decision making, Critical thinking, Problem-solving, Business analysis, Market research, Project management, Communication skills, Risk management, Change management, Business model innovation, Competitive analysis"
592,Strategic Sales Management,Fundação Instituto de Administração,SPECIALIZATION,4.5,Intermediate,9.2k,"Strategic Planning, Sales Techniques, Management Skills, Leadership, Communication, Decision Making, Market Analysis, Customer Relationship Management, Negotiation, Problem Solving, Teamwork, Business Acumen, Forecasting, Budgeting, Performance Evaluation"
798,Strategising: Management for Global Competitive Advantage,Macquarie University,SPECIALIZATION,4.8,Intermediate,30k,"Strategic Planning, Management Skills, Global Business Understanding, Competitive Analysis, Decision Making, Leadership Skills, Critical Thinking, Business Strategy Formulation, Market Analysis, Cross-Cultural Communication, Problem-Solving Skills, Risk Management, Operational Efficiency Understanding"
749,Strategy and Sustainability,IESE Business School,COURSE,4.6,Beginner,11k,"Strategic planning, Sustainability awareness, Decision making, Critical thinking, Problem-solving, Environmental awareness, Business strategy understanding, Leadership, Ethical decision-making, Communication, Corporate social responsibility, Long-term planning, Stakeholder management, Risk management, Project management"
189,Structuring Machine Learning Projects,deeplearning.ai,COURSE,4.8,Beginner,220k,"Understanding of machine learning concepts, Project management skills, Data analysis, Programming skills, Knowledge of machine learning algorithms, Problem-solving skills, Critical thinking, Ability to structure machine learning projects, Knowledge of data structures, Understanding of supervised and unsupervised learning, Familiarity with programming languages like Python or R, Skills in using machine learning libraries and frameworks, Understanding of artificial intelligence concepts, Statistical analysis skills"
455,Success,University of Pennsylvania,COURSE,4.8,Beginner,38k,"Goal Setting, Time Management, Self-Motivation, Decision Making, Problem Solving, Leadership, Communication Skills, Emotional Intelligence, Resilience, Adaptability"
40,Successful Negotiation: Essential Strategies and Skills,University of Michigan,COURSE,4.8,Mixed,750k,"Negotiation skills, Strategic planning, Communication skills, Problem-solving, Decision making, Conflict resolution, Interpersonal skills, Critical thinking, Persuasion skills"
588,Summary Statistics in Public Health,Johns Hopkins University,COURSE,4.8,Beginner,11k,"Data Analysis, Statistical Analysis, Public Health Knowledge, Research Skills, Critical Thinking, Numeracy Skills, Data Interpretation, Use of Statistical Software, Problem Solving, Communication Skills"
483,Supply Chain Analytics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,7.9k,"Data Analysis, Supply Chain Management, Analytical Skills, Problem Solving, Critical Thinking, Statistical Analysis, Quantitative Skills, Data Interpretation, Decision Making, Operations Management, Forecasting, Inventory Management, Demand Planning, Logistics Management, Business Intelligence, Excel Skills, Data Visualization, Risk Management, Strategic Planning"
432,Supply Chain Finance and Blockchain Technology,New York Institute of Finance,SPECIALIZATION,4.6,Intermediate,4.9k,"Supply Chain Management, Financial Management, Blockchain Technology Understanding, Cryptocurrency Knowledge, Risk Management, Inventory Management, Data Analysis, Financial Planning, Interpersonal Skills, Problem Solving, Critical Thinking, Decision Making, Business Strategy Planning"
384,Supply Chain Logistics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,66k,"Inventory Management, Supply Chain Management, Logistics Planning, Operational Efficiency, Demand Forecasting, Distribution Management, Warehousing, Transportation Management, Supplier Relationship Management, Strategic Planning, Data Analysis, Problem-solving, Decision-making, Interpersonal Communication"
50,Supply Chain Management,Rutgers the State University of New Jersey,SPECIALIZATION,4.7,Beginner,82k,"Logistics, Inventory Management, Operations Management, Strategic Planning, Procurement, Forecasting, Data Analysis, Negotiation, Problem-solving, Communication, Understanding of Supply Chain Processes, Risk Management, Quality Control, Project Management, Decision Making"
760,Supply Chain Operations,Rutgers the State University of New Jersey,COURSE,4.8,Beginner,24k,"Inventory Management, Logistics, Operations Management, Process Improvement, Quality Control, Forecasting, Strategic Planning, Procurement, Demand Planning, Warehouse Management, Supply Chain Management, Analytical Skills, Problem Solving, Time Management, Communication Skills"
306,Supply Chain Principles,Georgia Institute of Technology,COURSE,4.6,Mixed,29k,"Inventory Management, Logistics Planning, Demand Forecasting, Operations Management, Procurement, Strategic Planning, Supply Chain Coordination, Risk Management, Analytical Skills, Problem-Solving Skills, Communication Skills, Understanding of Supply Chain Principles"
328,Supporting children with difficulties in reading and writing,UCL Institute of Education,COURSE,4.8,Mixed,50k,"Child support, Reading comprehension, Writing skills, Communication skills, Patience, Understanding of learning disabilities, Child psychology, Teaching strategies, Literacy development, Empathy, Problem-solving skills, Creativity in teaching methods"
344,Survey Data Collection and Analytics,"University of Maryland, College Park",SPECIALIZATION,4.3,Beginner,45k,"Survey Design, Data Collection, Data Analysis, Analytics, Statistical Analysis, Research Skills, Communication Skills, Data Interpretation, Critical Thinking, Problem-Solving, Data Management"
583,Sustainable Tourism – promoting environmental public health,University of Copenhagen,COURSE,4.6,Beginner,9.4k,"Understanding of sustainability principles, Knowledge of tourism industry, Environmental awareness, Public health knowledge, Marketing skills, Communication skills, Strategic planning, Stakeholder engagement, Problem-solving skills, Knowledge of environmental protection laws and regulations, Research skills, Project management skills, Understanding of cultural and societal issues."
387,Swift 5 iOS Application Developer,LearnQuest,SPECIALIZATION,4.5,Beginner,3.9k,"Swift programming, iOS development, Application development, Understanding of Apple's Xcode IDE, Familiarity with Apple's App Store submission process, UIKit, User Interface Design, Mobile App Testing, Debugging, Problem-solving skills, Knowledge of iOS Human Interface Guidelines, Data Persistence"
403,System Administration and IT Infrastructure Services,Google,COURSE,4.7,Beginner,62k,"System Administration, IT Infrastructure Management, Network Management, Server Management, Troubleshooting, IT Security, Data Backup and Recovery, Software Installation and Configuration, Hardware Maintenance and Support, Understanding of Operating Systems, Network Configuration, IT Service Management, Problem-solving Skills, Technical Support, Database Management"
484,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,SPECIALIZATION,4.4,Intermediate,48k,"Biology, Biotechnology, Systems Analysis, Laboratory Skills, Data Analysis, Research Skills, Critical Thinking, Problem Solving, Scientific Literacy, Molecular Biology, Bioinformatics, Genetic Engineering, Mathematical Modelling"
647,Systems Thinking In Public Health,Johns Hopkins University,COURSE,4.9,Mixed,33k,"Critical Thinking, Problem Solving, Analytical Skills, Understanding of Public Health Concepts, Systems Analysis, Strategic Planning, Decision Making, Communication Skills, Research Skills, Evaluation Skills"
67,"TESOL Certificate, Part 1: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,100k,"English language proficiency, Lesson planning, Classroom management, Teaching methodologies, Understanding of TESOL principles and theories, Cultural sensitivity, Communication skills, Grammar knowledge, Pronunciation skills, Vocabulary development"
234,"TESOL Certificate, Part 2: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,62k,"Teaching Skills, English Proficiency, Lesson Planning, Classroom Management, Language Awareness, Cultural Sensitivity, Student Assessment, Teaching Methodologies, Communication Skills, Curriculum Development, Public Speaking, Patience, Listening Skills, Creativity, TESOL Strategies"
559,Teach English Now! Foundational Principles,Arizona State University,COURSE,4.9,Mixed,81k,"English Language Proficiency, Teaching Skills, Lesson Planning, Communication Skills, Understanding of Linguistic Principles, Cultural Sensitivity, Classroom Management, Curriculum Development, Assessment Skills, Pedagogical Skills"
807,Teach English Now! Teaching Language Online,Arizona State University,COURSE,4.4,Intermediate,8.5k,"English proficiency, teaching skills, online teaching techniques, language instruction methodologies, digital communication, lesson planning, student assessment, curriculum development, cultural sensitivity, time management, technical skills for online platforms"
788,Teaching Character and Creating Positive Classrooms,Relay Graduate School of Education,COURSE,4.8,Mixed,53k,"Teaching skills, Character development understanding, Classroom management, Positive reinforcement techniques, Communication skills, Empathy, Patience, Leadership, Conflict resolution, Behavior management, Curriculum development, Lesson planning, Student engagement, Motivation strategies, Emotional intelligence"
466,Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,COURSE,4.8,Beginner,49k,"Communication, Teamwork, Group Dynamics, Active Listening, Non-verbal Communication, Conflict Resolution, Collaboration, Interpersonal Skills, Leadership, Empathy, Problem-solving, Negotiation"
41,Technical Support Fundamentals,Google,COURSE,4.8,Beginner,280k,"Problem-solving, Technical understanding, Communication skills, Customer service skills, Troubleshooting, Basic computer hardware and software knowledge, Networking basics, Operating systems knowledge, IT literacy, Analytical skills, Time management, Patience, Understanding of IT security fundamentals"
27,TensorFlow in Practice,deeplearning.ai,SPECIALIZATION,4.7,Intermediate,170k,"Machine Learning, Deep Learning, Python Programming, Data Analysis, Neural Networks, Artificial Intelligence, TensorFlow Framework, Problem-solving, Data Modeling, Algorithm Design, Statistical Analysis"
217,TensorFlow: Data and Deployment,deeplearning.ai,SPECIALIZATION,4.5,Intermediate,12k,"Machine Learning, Python Programming, Data Analysis, TensorFlow Proficiency, Data Deployment, Understanding of Neural Networks, Deep Learning, Cloud Computing, Problem-Solving, Data Modeling"
298,Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,COURSE,4.8,Beginner,90k,"Critical Thinking, Comparative Analysis, Understanding of Terrorism Theories, Knowledge of Counterterrorism Practices, Research Skills, Security Analysis, Political Science Understanding, Crisis Management, Conflict Resolution, International Relations Knowledge, Ethical Decision Making, Communication Skills"
460,The Addicted Brain,Emory University,COURSE,4.6,Beginner,130k,"Neuroscience, Understanding of Addiction, Biochemistry, Psychology, Critical Thinking, Research Skills, Analytical Skills, Basic Biology, Knowledge of Brain Functioning, Empathy and Compassion, Communication Skills"
507,The Art of Music Production,Berklee College of Music,COURSE,4.8,Intermediate,47k,"Musical Knowledge, Sound Engineering, Audio Mixing, Audio Editing, Recording, Digital Audio Workstation Proficiency, Music Theory, Creativity, Time Management, Collaboration, Sound Design, Acoustic Knowledge, Music Composition, Project Management, Technology Savvy"
133,The Art of Sales: Mastering the Selling Process,Northwestern University,SPECIALIZATION,4.7,Beginner,23k,"Communication, Negotiation, Persuasion, Customer Service, Relationship Building, Strategic Planning, Sales Techniques, Market Research, Product Knowledge, Problem Solving, Time Management, Listening, Confidence Building, Decision Making, Presentation Skills"
375,The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,COURSE,4.5,Beginner,73k,"Interpersonal Communication, Emotional Intelligence, Understanding Human Behavior, Empathy, Active Listening, Critical Thinking, Social Awareness, Psychology Basics, Relationship Building, Conflict Resolution, Problem-Solving, Cultural Sensitivity"
135,The Bits and Bytes of Computer Networking,Google,COURSE,4.7,Beginner,130k,"Understanding of Computer Systems, Basic Computer Literacy, Knowledge of Network Protocols, Understanding of Network Infrastructure, Network Configuration, Troubleshooting Network Issues, Knowledge of Internet Systems, Understanding of Computer Hardware and Software, IP Addressing, Understanding of Bits and Bytes, Network Security Basics"
65,The Business of Health Care,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,22k,"Business Strategy, Health Care Management, Financial Management, Leadership Skills, Operations Management, Communication Skills, Knowledge of Health Care Systems, Decision-Making Skills, Problem-Solving Skills, Analytical Thinking, Ethical Understanding and Application"
97,The Business of Music Production,Berklee College of Music,SPECIALIZATION,4.8,Beginner,84k,"Business Strategy, Music Production, Audio Editing, Sound Mixing, Marketing, Financial Planning, Project Management, Copyright Laws, Networking, Digital Music Distribution, Team Management, Communication Skills, Negotiation Skills, Entrepreneurship, Time Management"
768,The Changing Global Order,Universiteit Leiden,COURSE,4.7,Intermediate,23k,"Understanding of Global Politics, Knowledge of International Relations, Analytical Thinking, Critical Thinking, Understanding of Socio-Economic Factors, Knowledge of History, Geopolitical Analysis, Research Skills, Communication Skills, Problem-Solving Skills"
759,The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",COURSE,4.8,Beginner,11k,"Organizational Management, Strategic Planning, Leadership, Financial Management, Marketing for Arts and Cultural Organizations, Fundraising, Stakeholder Engagement, Cultural Awareness, Project Management, Event Planning, Interpersonal Skills, Communication Skills, Problem-Solving, Decision Making, Critical Thinking, Cultural Policy Understanding, Creativity, Teamwork"
81,The DIY Musician,Berklee College of Music,SPECIALIZATION,4.8,Beginner,120k,"Musical Instrument Proficiency, Basic Music Theory, Composition Skills, Sound Editing, Recording Skills, Self-Promotion, Marketing, Creativity, DIY Ethic, Songwriting, Audio Production, Digital Marketing, Social Media Management"
243,The Data Scientist’s Toolbox,Johns Hopkins University,COURSE,4.6,Mixed,420k,"Data Analysis, Data Collection, Statistical Analysis, Machine Learning, Coding in R or Python, Data Visualization, Predictive Modeling, Probability, Database Management, Critical Thinking, Problem-Solving, Understanding of Algorithms, Data Mining, Big Data Processing, Communication Skills"
864,The Economics of Health Care Delivery,University of Pennsylvania,COURSE,4.8,Mixed,7.2k,"Understanding of basic economic principles, Knowledge of health care systems, Analytical thinking, Problem-solving, Decision-making, Quantitative reasoning, Understanding of health policies, Research skills, Critical thinking, Knowledge of health care finance, Data interpretation, Communication skills"
274,The Global Financial Crisis,Yale University,COURSE,4.8,Mixed,84k,"Understanding of Global Economy, Financial Analysis, Risk Management, Understanding of Financial Markets, Critical Thinking, Problem Solving, Economic Forecasting, Financial Crisis Management, Knowledge of Economic History, Financial Reporting, Research Skills"
587,The Horse Course: Introduction to Basic Care and Management,University of Florida,COURSE,4.9,Mixed,29k,"Animal Care, Horse Care, Animal Management, Basic Veterinary Skills, Animal Nutrition, Animal Behavior Understanding, Horse Handling, Stable Management, Equine Anatomy, Equine Health, Animal Welfare, Communication Skills"
282,The Manager's Toolkit: A Practical Guide to Managing People at Work,"Birkbeck, University of London",COURSE,4.6,Mixed,47k,"Leadership, People Management, Communication, Decision Making, Problem Solving, Time Management, Teamwork, Motivation Techniques, Conflict Resolution, Performance Evaluation, Strategic Planning, Organizational Skills"
357,"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,COURSE,4.8,Beginner,130k,"Historical Analysis, Critical Thinking, Research Skills, Global Awareness, Time Management, Note Taking, Understanding of Political Systems, Cultural Sensitivity, Written Communication, Reading Comprehension"
671,"The Modern World, Part Two: Global History since 1910",University of Virginia,COURSE,4.8,Beginner,47k,"Historical Analysis, Critical Thinking, Understanding of Global Events, Research Skills, Analytical Writing, Knowledge of 20th Century History, Comprehension of Political and Social Movements, Cultural Awareness, Chronological Reasoning, Comparative Analysis"
576,The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,COURSE,4.9,Intermediate,9.4k,"Anatomy Knowledge, Oral Health Understanding, Disease Recognition, Patient Care, Communication Skills, Critical Thinking, Observational Skills, Problem-Solving Skills, Medical Terminology, Research Skills"
272,The Power of Macroeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.6,Mixed,180k,"Understanding of basic economic principles, Knowledge of macroeconomic theories, Analytical thinking, Problem-solving, Economic forecasting, Data interpretation, Knowledge of global economic trends, Decision-making, Critical thinking, Understanding of financial markets, Policy formulation and evaluation skills, Quantitative skills"
534,The Power of Microeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.7,Mixed,120k,"Understanding of basic economics, Analytical thinking, Problem-solving, Decision-making, Economic forecasting, Knowledge of market structures, Understanding of supply and demand principles, Comprehension of economic policies, Real-world application of economic theories, Microeconomic analysis, Critical thinking, Numerical skills"
826,The Pronunciation of American English,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,1.7k,"Listening skills, Pronunciation skills, Understanding of American English phonetics, Accent training, Speech clarity, Language skills, Knowledge of American English dialects, Phonetic transcription skills, Communication skills"
818,The Science of Gastronomy,The Hong Kong University of Science and Technology,COURSE,4.6,Mixed,50k,"Understanding of Basic Science, Knowledge of Food Science, Culinary Skills, Analytical Thinking, Critical Thinking, Experimentation, Sensory Evaluation, Knowledge of Nutrition, Understanding of Chemical Reactions, Creativity, Observation Skills, Research Skills"
690,The Science of Stem Cells,American Museum of Natural History,COURSE,4.7,Intermediate,12k,"Biology, Cellular Biology, Genetics, Laboratory Skills, Research Skills, Scientific Literacy, Data Analysis, Critical Thinking, Ethical Understanding in Science, Understanding of Human Anatomy and Physiology"
696,The Science of Success: What Researchers Know that You Should Know,University of Michigan,COURSE,4.8,Beginner,59k,"Research skills, Critical thinking, Understanding of scientific methods, Time management, Goal setting, Self-motivation, Decision making, Problem-solving, Emotional intelligence, Interpersonal communication, Knowledge of psychological principles, Stress management, Self-awareness, Persistence"
524,The Science of Training Young Athletes,University of Florida,COURSE,4.9,Beginner,13k,"Understanding of basic science, Knowledge of athletic training, Understanding of youth physical development, Coaching skills, Communication skills, Patience, Motivational skills, Knowledge of sports safety, Knowledge of nutrition for young athletes, First aid skills, Understanding of exercise physiology, Ability to design youth-specific training programs"
2,The Science of Well-Being,Yale University,COURSE,4.9,Mixed,2.5m,"Psychology, Self-awareness, Emotional intelligence, Stress management, Positive thinking, Mindfulness, Self-improvement, Interpersonal communication, Mental health understanding, Wellness strategies, Scientific research analysis, Critical thinking"
118,The Singer Songwriter,Berklee College of Music,SPECIALIZATION,4.8,Beginner,320k,"Vocal techniques, Songwriting, Lyric writing, Melody creation, Music composition, Performance skills, Music theory, Creativity, Self-expression, Interpretation of music, Guitar playing, Piano playing, Recording skills, Music production, Stage presence"
677,The Social Context of Mental Health and Illness,University of Toronto,COURSE,4.6,Mixed,19k,"Understanding of Social Context, Knowledge of Mental Health, Knowledge of Mental Illness, Analytical Skills, Critical Thinking, Empathy, Communication Skills, Research Skills, Sociological Analysis, Psychological Understanding"
138,The Strategy of Content Marketing,"University of California, Davis",COURSE,4.5,Intermediate,100k,"Strategic Planning, Content Creation, Marketing Strategy, Content Strategy, Digital Marketing, SEO Basics, Social Media Marketing, Brand Development, Analytics, Copywriting, Content Optimization, Audience Segmentation, Market Research"
361,"The Sustainable Development Goals – A global, transdisciplinary vision for the future",University of Copenhagen,COURSE,4.8,Beginner,26k,"Understanding of sustainable development, knowledge of global issues, transdisciplinary thinking, strategic planning, problem-solving, critical thinking, collaboration, research skills, communication skills, leadership skills, project management, ethical decision-making"
459,The Teacher and Social and Emotional Learning (SEL),University of Colorado Boulder,SPECIALIZATION,4.7,Beginner,5.2k,"Understanding of social and emotional learning principles, Teaching skills, Communication skills, Empathy, Emotional intelligence, Conflict resolution, Classroom management, Student engagement, Interpersonal skills, Understanding of child psychology, Problem-solving skills, Patience, Adaptability, Leadership skills, Counseling skills"
666,The Technology of Music Production,Berklee College of Music,COURSE,4.8,Beginner,28k,"Audio Engineering, Music Production, Sound Mixing, Sound Editing, Use of Digital Audio Workstations, Music Theory, Acoustics, Audio Recording, MIDI Programming, Audio Mastering, Use of Music Production Software, Sound Design, Audio Processing, Mixing Techniques, Knowledge of Musical Instruments, Audio Equipment Operation, Technology Integration in Music, Live Sound Production"
616,The Truth About Cats and Dogs,The University of Edinburgh,COURSE,4.7,Mixed,33k,"Animal Behavior Understanding, Pet Care Knowledge, Interpersonal Communication, Observation Skills, Patience, Empathy, Research Skills"
716,The hidden value – Lean in manufacturing and services,École des Ponts ParisTech,COURSE,4.7,Beginner,14k,"Understanding of Lean Principles, Process Improvement, Manufacturing Processes, Service Operations, Waste Reduction, Continuous Improvement, Value Stream Mapping, Problem-Solving, Efficiency Optimization, Operational Excellence, Lean Six Sigma, Process Analysis, Quality Control, Project Management"
584,Think Again I: How to Understand Arguments,Duke University,COURSE,4.6,Beginner,200k,"Critical Thinking, Logical Reasoning, Argument Analysis, Communication Skills, Problem Solving, Listening Skills, Persuasion Skills, Analytical Skills"
146,Tools for Data Science,IBM,COURSE,4.6,Beginner,120k,"Data analysis, Statistical analysis, Programming, Machine Learning, Data Visualization, Understanding of Data Science Tools, Database Management, Problem-solving, Critical Thinking, Data Mining, Predictive Modeling"
220,Trading Strategies in Emerging Markets,Indian School of Business,SPECIALIZATION,4.3,Beginner,68k,"Financial Analysis, Understanding of Emerging Markets, Trading Strategies, Risk Management, Economic Forecasting, Market Research, Data Analysis, Decision Making, Financial Planning, Investment Strategy Development"
529,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),COURSE,4.8,Mixed,45k,"Storytelling, Narrative creation, Understanding of emerging technologies, Audience analysis, Global cultural awareness, Transmedia navigation, Content development, Creative thinking, Digital literacy, Communication skills, Media production, Critical thinking"
530,Tricky American English Pronunciation,"University of California, Irvine",COURSE,4.7,Beginner,110k,"Listening skills, American English pronunciation, Accent comprehension, Sound recognition, Speaking skills, Phonetics knowledge, Language skills, Communication skills"
438,Troubles du spectre de l'autisme : diagnostic,University of Geneva,COURSE,4.9,Intermediate,5.4k,"Understanding of French language, Knowledge in Autism Spectrum Disorders, Diagnostic Skills, Critical Thinking, Observation Skills, Patient Assessment Skills, Knowledge of Behavioral Health, Communication Skills"
245,U.S. Federal Taxation,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Intermediate,12k,"Understanding of U.S. tax laws, Knowledge of federal tax procedures, Financial analysis, Numeracy skills, Attention to detail, Problem-solving skills, Research skills, Critical thinking, Ethical judgment, Familiarity with tax software, Knowledge of accounting principles, Time management skills, Communication skills"
153,UCI Project Management,"University of California, Irvine",PROFESSIONAL CERTIFICATE,4.6,Beginner,44k,"Project Management, Time Management, Leadership, Risk Management, Quality Management, Teamwork, Strategic Planning, Communication, Budgeting, Problem Solving, Decision Making, Resource Planning, Scheduling, Task Prioritization"
46,UI / UX Design,California Institute of the Arts,SPECIALIZATION,4.7,Beginner,68k,"User Interface Design, User Experience Design, Graphic Design, Wireframing, Prototyping, User Research, Interaction Design, Visual Communication, Usability Testing, Information Architecture, Web Design, Mobile Design, Responsive Design, Design Thinking"
595,UX Design Fundamentals,California Institute of the Arts,COURSE,4.8,Beginner,25k,"User Experience Principles, Interaction Design, Usability Testing, Wireframing, Prototyping, Visual Communication, User Research, Information Architecture, Design Thinking, User Interface Design, Graphic Design, Basic HTML/CSS, Problem Solving, Critical Thinking"
676,Understanding Cancer Metastasis,Johns Hopkins University,COURSE,4.8,Beginner,29k,"Biology, Understanding of Human Anatomy, Pathology, Research Skills, Critical Thinking, Cellular Biology, Molecular Biology, Basic Oncology, Data Analysis, Scientific Literacy"
353,Understanding Clinical Research: Behind the Statistics,University of Cape Town,COURSE,4.8,Mixed,78k,"Research Skills, Clinical Knowledge, Statistical Analysis, Data Interpretation, Critical Thinking, Understanding of Research Methodology, Familiarity with Clinical Terminology, Quantitative Skills, Problem-Solving, Data Collection and Management, Ethical Considerations in Clinical Research"
500,Understanding Einstein: The Special Theory of Relativity,Stanford University,COURSE,4.9,Beginner,89k,"Critical Thinking, Problem Solving, Basic Mathematics, Understanding of Physics Principles, Comprehension of Scientific Theories, Analytical Skills, Conceptual Understanding of Space-Time, Understanding of Light Speed, Basic Knowledge of Einstein's Theories"
